사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202409,경부선,가산디지털단지,1409,11,6121,2404,7296,11149,14136,51083,15847,134095,11615,63233,10877,20831,12007,14769,13879,15937,14903,15360,16391,15479,19697,15476,27890,18400,66846,22858,93469,26087,38831,19866,23458,13260,18114,12143,12003,11338,5345,6712,215,1123,0,0,0,0,0,0,20241003
202409,경부선,관악,252,1,7341,1816,12491,3776,29566,6544,25953,11165,14617,9209,10470,8953,9319,6795,10841,7146,10047,6942,9226,7687,9074,8868,10594,11730,10788,16655,10275,24941,6298,18365,4415,12052,3996,11048,2337,9328,1009,6783,72,578,0,0,0,0,0,0,20241003
202409,경부선,광명,2,0,28,1437,3157,3249,10623,6379,9439,7621,6682,5842,4209,3940,7718,2537,5671,8181,5427,175,3548,8512,6383,4036,7648,5041,8956,7058,10001,10873,8319,6626,2750,4216,7509,2935,2714,4568,1111,58,1,1,0,0,0,0,0,0,20241003
202409,경부선,구로,11562,69,19103,3801,16981,12106,34308,28288,33470,60126,25880,36408,20977,27421,20136,24394,22813,22818,23502,23747,25042,22535,27491,25092,32442,28972,47488,34815,48986,38199,23784,26959,18610,19077,15605,18489,10372,15753,3874,12006,73,10866,0,30,0,0,0,0,20241003
202409,경부선,군포,49,3,4777,2246,8288,9272,17448,29365,15485,35005,9419,7180,7443,4689,6976,4575,7379,5050,6658,5495,6560,5503,7241,6413,9745,7182,21185,9882,29628,13574,10556,11031,7622,7268,4265,6411,2564,5414,1167,3361,58,649,0,0,0,0,0,0,20241003
202409,경부선,금정,658,9,21914,4837,36287,18536,83061,44725,81086,82728,49874,33565,37693,23011,33440,23668,35562,26035,32991,27759,30432,29231,33104,37446,40260,44443,62532,63071,68916,84933,33183,66395,26464,43828,21604,42150,15393,34515,7023,23376,528,8942,0,0,0,0,0,0,20241003
202409,경부선,금천구청,727,6,10416,1258,16999,6036,40123,14543,36825,26045,22149,11165,16684,8900,14911,9471,15352,11279,13495,13176,12414,12053,12936,16022,14795,19700,15495,27685,23583,38328,9878,28642,7471,15917,6102,15973,4030,13296,1290,8510,70,647,0,0,0,0,0,0,20241003
202409,경부선,남영,147,4,2459,1309,4632,7531,12342,22849,18182,46071,11082,26133,9395,14915,9662,12130,11186,11667,11497,12347,12003,11000,15536,12202,20508,13708,29371,17284,35373,22386,16102,14560,13759,9981,13605,8940,10852,8037,4438,4720,242,1079,2,13,0,0,0,0,20241003
202409,경부선,노량진,655,9,4556,1937,7116,5269,16859,8297,21852,15196,13038,10966,10902,9568,11872,10822,12397,11807,13888,11860,14170,11446,14287,13390,15323,17533,18053,24780,17812,36146,14274,20599,14373,12590,15267,11353,14604,9521,4974,6471,288,1432,1,6,0,0,0,0,20241003
202409,경부선,당정,40,0,4201,829,10577,2820,23758,8689,20453,15733,11566,9384,8045,5876,8102,4726,9091,6042,7690,5847,7783,5626,9065,6913,9889,9118,11998,12769,13128,19386,5653,15403,4357,10527,3442,8925,2740,9136,1148,5577,73,1048,0,0,0,0,0,0,20241003
202409,경부선,대방,592,16,4893,1962,9218,8111,22789,28661,28828,38793,17401,18981,13759,11105,12812,10764,13898,11599,13253,13471,13218,12351,14843,13775,15637,16746,26121,22486,32226,30858,12658,19445,9258,14207,7858,13394,5420,11873,1976,7294,116,1999,1,16,0,0,0,0,20241003
202409,경부선,독산,698,5,7612,2496,17727,12129,43651,40046,41687,84762,24319,38521,18718,14174,17768,11843,18949,12983,17803,14234,16755,12430,18953,16459,28934,18937,51039,27169,58547,40863,25065,32075,15314,20188,10688,20089,6593,19151,2486,10845,144,694,0,0,0,0,0,0,20241003
202409,경부선,두정,919,6,5215,1519,9943,4491,17068,10664,17336,21368,15363,20661,12022,14428,12233,12414,14419,14439,13621,13684,13644,11019,16498,11871,18209,15650,18353,18925,16904,22914,11712,16856,9169,13730,8705,10701,5517,10952,2824,8407,37,2343,0,0,0,0,0,0,20241003
202409,경부선,명학,191,5,6198,1987,9854,7388,23051,23495,19680,47828,11199,12819,8225,8866,8547,10118,9312,7214,9495,8914,9895,7863,11155,7171,14229,8941,26110,11759,32182,18116,11344,15346,9389,8997,6196,7745,3953,7537,1854,5563,136,1150,0,0,0,0,0,0,20241003
202409,경부선,병점,3073,35,7876,3531,27096,10819,50683,19032,42637,29812,28951,17008,24191,14772,23755,16326,24115,18733,21045,17142,21535,19539,25453,24899,28872,29372,33195,40523,31518,47177,19589,40854,13646,29725,11105,22899,8327,22780,2897,15657,29,6920,0,0,0,0,0,0,20241003
202409,경부선,서동탄,2,0,1463,13,5615,793,9974,1416,3885,1026,2580,870,2023,663,2080,1119,1660,1060,1502,1155,1434,1372,1707,2022,1728,2407,1776,2955,2048,4957,940,5808,751,2416,434,1867,335,2317,123,1466,4,1044,0,0,0,0,0,0,20241003
202409,경부선,서울역,3,2,72,638,186,4544,11984,7468,21964,8672,17485,6789,15788,5907,17802,3531,19006,5342,17367,5203,8805,5120,20112,6081,16417,6092,21513,9247,23729,9465,22051,6896,15347,4951,19628,4093,14540,3683,8885,782,1871,54,4,1,0,0,0,0,20241003
202409,경부선,서정리,123,4,4891,3254,11589,6956,17006,14489,16387,19980,13671,9727,12505,7776,12289,7734,13359,10264,11498,10700,12126,10021,14213,12445,20236,17095,29225,19648,18850,18857,10284,17281,7718,14081,6190,10792,3996,10417,2228,7656,108,686,0,0,0,0,0,0,20241003
202409,경부선,석수,486,2,6973,2206,14534,5509,32288,10503,30833,12341,18360,9895,13671,7215,11593,5645,11464,6944,10834,7694,9752,8232,11413,10550,12517,13462,14716,19974,13145,27522,7921,21553,5710,13704,4259,13227,2930,11680,1194,6784,69,497,0,0,0,0,0,0,20241003
202409,경부선,성균관대,246,10,8268,2186,27276,6028,64623,9614,52522,25500,28206,17628,20919,15391,18964,14530,21895,14792,19394,18058,18105,17132,20288,21029,26303,26552,27093,38428,24950,56290,15988,44780,12545,29144,11321,26171,9244,22788,4489,16467,262,2918,0,0,0,0,0,0,20241003
202409,경부선,성환,81,0,2145,862,3450,3413,6694,12494,6856,19780,7451,23733,7373,9294,7553,5853,9562,10079,11988,9496,11243,5403,16486,6415,23218,7140,23277,8664,14416,8786,6036,6774,5005,6798,3106,6322,1965,5774,820,4953,81,1436,1,1,0,0,0,0,20241003
202409,경부선,세류,659,5,3625,1073,8814,2683,15931,3716,10754,4175,6155,2879,5147,2911,4420,3032,4613,3396,4028,3500,3874,3881,4445,4480,5748,5791,6830,7336,5116,12062,3203,9126,2504,7209,2226,6838,1261,4699,427,2906,23,979,0,0,0,0,0,0,20241003
202409,경부선,세마,256,2,2240,1480,5905,3365,10435,4656,9757,9372,6403,2361,4509,1953,4321,2379,4382,2555,4587,3073,4004,3196,4820,3387,6642,6253,7248,8028,7741,8635,3107,7595,2204,5710,1817,4854,1347,4506,486,2235,47,243,1,0,0,0,0,0,20241003
202409,경부선,송탄,145,4,5234,846,8135,2970,12538,5664,11480,8546,9618,4514,8044,4228,8342,5161,7936,4838,7724,5879,6823,6487,7941,7245,9518,9146,8966,11647,9451,12907,5655,12590,3998,10040,3791,8219,2255,6974,907,6006,60,484,0,0,0,0,0,0,20241003
202409,경부선,수원,2359,88,18979,4691,34759,29303,71999,53755,66775,74020,48834,71065,47425,70321,52836,70427,58571,80993,62155,75910,62889,75729,76334,79056,94704,91462,93637,100042,98674,124762,79026,90660,83791,54533,65261,41689,55535,33564,20022,22263,707,7346,0,0,0,2,0,0,20241003
202409,경부선,신길,1058,3,8904,1335,9971,4480,21508,15503,28947,23256,16636,9063,11010,6635,9814,6207,11658,6884,10402,7733,9416,7622,10457,9411,12295,11464,17450,14939,24442,19821,9845,14476,7238,10817,6070,11003,4263,9579,1636,5562,111,1646,2,17,0,0,0,0,20241003
202409,경부선,신도림,409,6,2075,901,3496,2890,8888,6497,9626,13654,6042,6893,4506,5199,4250,5181,4505,5393,4668,6192,4601,5422,4860,6254,6476,7343,9249,10073,12200,13523,6028,7828,5429,4818,4695,4429,4427,3649,1547,2410,86,1328,0,6,0,0,0,0,20241003
202409,경부선,안양,465,7,14376,2913,30628,11828,75074,19338,65059,49437,39474,46688,30426,30936,29329,31594,35563,30227,35085,35207,33308,29427,40181,35169,51944,40550,49874,55521,38838,75395,24299,54869,21396,34523,20006,28564,17403,23152,7313,16915,452,2581,2,2,0,0,0,0,20241003
202409,경부선,영등포,3659,16,14420,6944,15349,23602,37736,55193,51958,117077,38888,86858,39977,71099,45374,78421,53630,84116,57002,88775,58738,76958,83219,73117,95049,77428,110909,85188,145961,97278,89979,62030,87672,37928,66523,30335,52482,24281,22043,14219,823,3841,3,28,0,0,0,0,20241003
202409,경부선,오산,557,5,6463,1661,15504,9411,25705,25918,27630,18922,20205,14814,18747,12352,17914,11217,19043,13954,16378,15177,16100,15321,17837,19250,21570,23549,24556,27840,24630,31231,15550,22891,11780,18108,8746,15365,5324,10355,2062,7870,114,673,0,0,0,0,0,0,20241003
202409,경부선,오산대,330,1,2560,1236,7050,2317,12719,3917,10152,8981,6421,3994,5190,3876,4820,3651,4754,3375,5274,4452,4612,4074,5820,4339,7589,6045,8229,8660,8106,11687,3704,9830,3203,5859,2898,5128,1954,4355,985,2687,96,253,0,0,0,0,0,0,20241003
202409,경부선,용산,544,9,3946,5545,6038,35778,22405,80841,32187,140399,39658,109065,36030,85767,54624,75871,53941,80939,67774,83789,55716,81761,100358,83444,109324,83151,127126,88670,151442,87242,105500,59931,104845,42177,99999,27713,65839,14818,26552,6921,1717,1908,5,24,0,0,0,0,20241003
202409,경부선,의왕,107,1,6109,2442,12398,8989,26736,27429,24749,24942,13618,10073,10505,6812,9769,6561,10577,7386,9650,8397,9704,7712,11118,10310,15614,12854,24292,16347,21089,24914,10854,18630,8295,12351,5894,11203,3617,9445,1703,6514,78,1096,0,0,0,0,0,0,20241003
202409,경부선,직산,91,1,681,273,1678,1461,2716,3076,2265,3487,1899,1277,1729,1015,1601,931,1489,1145,1392,1099,1319,1215,1792,1266,1654,1745,3580,2177,3129,2304,1257,2214,887,1389,698,1307,315,1079,153,951,25,181,0,0,0,0,0,0,20241003
202409,경부선,진위,31,0,850,319,1568,2410,2998,7906,2689,7477,2254,2260,1895,1518,1862,1265,1892,1072,1912,1399,1759,1387,3454,1539,3818,1817,6718,2528,7293,2734,3037,2442,1717,1624,1094,1531,572,1152,239,936,17,52,0,0,0,0,0,0,20241003
202409,경부선,천안,1614,4,2971,791,5542,3480,11761,6778,10764,15659,14306,14691,11773,12693,13984,13690,14201,14911,14634,14270,19148,12856,20130,15134,22265,14228,19979,20668,17616,18425,12185,12363,9308,9641,6627,7315,4251,5510,2372,3388,15,2507,0,0,0,0,0,0,20241003
202409,경부선,평택,275,3,7674,2835,13985,8921,27434,16113,30382,25269,26257,22581,23515,18868,23216,22194,23946,23720,24744,23473,24559,26170,26432,28192,29342,35573,33034,40182,29289,38703,22562,25437,21470,22526,15569,17292,12769,13106,6699,7647,110,2517,0,0,0,0,0,0,20241003
202409,경부선,평택지제,27,2,2317,4186,5163,7532,11211,10788,10110,6801,7052,4893,5876,3494,5600,4383,6632,4579,4646,4129,5087,4606,7061,5884,8050,7569,12909,9185,8672,10251,7219,8470,5143,6163,3979,5821,4156,5434,2413,3151,25,445,0,0,0,0,0,0,20241003
202409,경부선,화서,508,27,8291,1139,22916,3786,44506,6184,34194,13019,15978,12813,12383,13155,11818,18113,12341,20689,13166,23649,14704,21697,19122,21595,22869,22713,24261,28823,22967,42586,18416,31059,15751,18315,13917,13533,11869,11926,2234,7994,92,1626,0,0,0,0,0,0,20241003
202409,경원선,가능,543,5,7974,1750,10506,3778,21872,7232,20607,13474,13123,7867,12310,6501,11442,7407,11143,7387,9844,8932,8825,7662,9483,9840,10625,11445,11707,15201,8547,18262,5634,17200,4654,11689,3594,8565,2483,8583,1095,4937,184,1899,0,0,0,0,0,0,20241003
202409,경원선,광운대,2338,9,6213,1118,13657,3138,29283,5719,26636,20209,15519,9967,12439,11032,12266,14836,12555,10651,13253,11767,13834,12270,14432,12146,16102,15169,17032,17827,13026,24430,7371,19798,6796,13374,6440,11547,5148,10457,2645,8720,186,4751,0,64,0,0,0,0,20241003
202409,경원선,녹양,372,0,4934,844,7268,2060,15273,4742,12963,7341,8827,4723,7686,3596,6900,4731,7298,4801,6437,5635,5600,4879,6455,6227,6694,7044,6959,9753,6762,12148,3398,11460,2574,7713,1991,5702,1273,6066,579,3854,115,1290,0,0,0,0,0,0,20241003
202409,경원선,녹천,1347,42,3909,815,7825,1506,19401,4467,16716,4404,9739,2825,7510,3404,6580,3235,7433,4427,5674,4288,5011,5116,5394,5568,7075,7142,6109,9029,4256,13640,3025,10903,2091,6398,1836,5882,1398,5736,439,3270,59,967,0,6,0,0,0,0,20241003
202409,경원선,덕계,57,3,6374,634,16175,3173,28311,4474,26055,7124,13749,4394,10671,3528,8931,4408,8488,5305,7417,5398,6550,6484,7188,8101,7697,11077,7249,15664,6655,20492,4109,19270,3033,11633,2310,11339,1835,7981,863,5787,181,2421,0,0,0,0,0,0,20241003
202409,경원선,덕정,36,0,4511,1110,9454,5346,19744,9106,20045,18651,11994,10979,10656,6746,9852,6427,10130,7566,12702,7458,10120,8121,11965,8416,13201,9568,13285,13615,12012,15551,5706,14241,3753,9320,3035,9428,2051,6730,1270,5020,310,2523,0,0,0,0,0,0,20241003
202409,경원선,도봉,371,31,6648,1231,9593,3296,18493,3947,17033,10362,13460,7491,10950,7144,9893,6896,9671,8605,9359,8434,9500,8695,9154,10336,9409,11930,9380,13561,10291,15120,4593,13633,3193,8043,2544,7166,1670,6715,776,3720,123,1398,1,2,0,0,0,0,20241003
202409,경원선,도봉산,444,7,6464,1062,9171,2964,19450,5073,19436,8381,14265,12295,12463,13469,12270,11754,13747,12881,15902,10246,17324,9323,18559,9631,18752,9739,16951,9399,13845,9620,9102,8169,5124,5204,3421,4481,2083,4127,1088,2563,164,1272,1,8,0,0,0,0,20241003
202409,경원선,동두천,65,1,1131,650,2510,1738,4186,4687,4704,4926,3489,5456,3283,3347,3545,2631,4091,3585,4006,3345,3875,3197,5513,2077,6619,3026,3961,3703,3537,3812,1872,3061,1099,2819,660,2324,470,1540,247,1977,2,743,0,0,0,0,0,0,20241003
202409,경원선,동두천중앙,53,0,2527,636,4200,1969,7901,3881,7861,9744,6044,4261,6099,4666,5388,4671,6382,4030,5362,4551,5250,4960,5525,4704,6218,5538,5997,6284,6242,6770,2882,5284,1995,4374,1542,3358,846,3109,432,1932,28,1138,0,0,0,0,0,0,20241003
202409,경원선,망월사,619,8,6817,1144,12268,3383,26004,4896,23694,22421,16742,14761,14346,9410,14419,15176,14352,12484,16068,11794,15480,12880,15080,12788,15207,15541,17660,18987,11576,23974,7157,20863,5381,12992,4142,10962,3461,10062,1666,6151,362,3134,0,15,0,0,0,0,20241003
202409,경원선,방학,723,24,11876,1756,14741,6019,31581,9420,27926,19382,19913,11054,16792,11692,16121,10624,17838,12092,15138,12697,14153,14569,14050,17341,15470,20808,16262,22991,16551,26956,9798,24841,7640,14232,5960,12621,4214,11010,1964,6325,263,2349,0,10,0,0,0,0,20241003
202409,경원선,보산,45,0,1576,434,1919,1441,3749,2509,3945,2929,3117,1779,2913,1598,2748,1724,2708,1455,2559,2146,2943,2222,3315,2425,4510,3258,3791,3766,2844,4314,1663,4097,1432,3202,1412,2129,566,1770,236,1364,13,744,0,0,0,0,0,0,20241003
202409,경원선,서빙고,88,0,1064,785,2121,3702,3244,4265,3804,8516,3223,4062,3370,3455,2683,2769,3276,2801,3813,3870,3595,2956,4505,4241,6273,3921,7937,3604,7157,4438,3164,3513,3092,1998,3005,1865,1582,1487,504,912,27,278,1,0,0,0,0,0,20241003
202409,경원선,석계,1251,7,5212,1754,9920,4155,20120,5107,22339,8661,16027,7095,13766,7208,12488,8829,12599,9256,12273,10478,11322,11298,11150,14779,11952,19258,12031,23457,10582,31710,7759,22288,6115,16224,5976,13734,4936,11517,2775,7488,102,1741,0,17,0,0,0,0,20241003
202409,경원선,소요산,134,1,512,618,557,1106,1768,1653,2575,2729,2419,3956,2632,7325,3514,8849,4484,8405,7198,7095,8522,6216,9632,4382,8575,3148,6073,2634,3393,1852,1216,1558,1233,1179,523,688,207,526,116,433,6,336,0,0,0,0,0,0,20241003
202409,경원선,신이문,1753,12,8222,1567,13922,4133,33316,4412,35326,7714,21224,5259,15221,5868,13314,7350,13111,8932,12310,9375,10653,10001,10291,14719,10993,17210,10631,21156,8981,27946,5897,21585,3938,15485,3034,13114,2327,12303,1075,7188,90,1772,1,13,0,0,0,0,20241003
202409,경원선,양주,1928,7,5684,1670,10934,5796,28703,11123,23194,11351,18481,8652,15581,7938,14502,8983,14268,10289,13894,10541,12346,10796,11988,12568,13281,12793,13402,18999,12266,20721,7209,20004,4241,14770,2951,10415,1692,10848,845,5332,103,2833,0,0,0,0,0,0,20241003
202409,경원선,연천,6,0,265,5,635,693,1367,1010,3580,2916,2501,2556,1733,3235,2008,4212,3079,4428,3920,3449,4424,2803,4456,2201,3733,2055,3228,2195,2100,1845,939,1664,534,1148,286,616,154,510,68,298,1,252,1,0,0,0,0,0,20241003
202409,경원선,옥수,0,0,0,49,4,52,32,32,190,332,33,47,42,204,17,213,22,71,20,14,36,12,26,24,496,75,407,50,75,45,428,15,61,19,39,22,19,10,10,1,0,0,0,0,0,0,0,0,20241003
202409,경원선,왕십리(성동구청),905,10,5343,1500,8636,6297,25948,13577,38005,22058,25720,21134,17743,21183,19072,23143,23740,25242,26527,26611,27346,25427,31440,29154,36610,34031,39145,44676,35901,60263,28727,42993,27382,27320,28413,22578,25590,21052,11482,11280,1216,4209,1,0,0,26,0,0,20241003
202409,경원선,외대앞,585,31,5328,3758,8005,11746,19773,6116,22680,26277,15423,12673,12407,18346,13745,17450,15445,14985,16030,12190,17775,15047,20389,13675,25957,15596,30816,19363,20287,24057,13367,19193,10844,14594,10923,13754,8517,14699,4723,10739,279,2695,3,32,0,0,0,0,20241003
202409,경원선,월계,1318,13,4744,1331,9705,2628,24334,6792,21845,14000,14633,13554,11843,8003,11370,6875,12090,8434,11051,11187,10682,8728,12974,9263,16575,12495,13016,14489,9784,21404,5977,15404,4209,9900,3827,9165,4118,7888,1572,5067,92,1149,0,17,0,0,0,0,20241003
202409,경원선,응봉,120,0,1235,220,3099,1112,6684,1521,6942,2016,4661,1383,3603,1251,3074,1342,2569,1816,2333,1969,2468,2208,2551,2512,2728,3618,2767,4344,2590,4876,1733,4682,1367,2863,970,2304,729,2096,286,1319,31,431,0,0,0,0,0,0,20241003
202409,경원선,의정부,2741,12,9799,2610,26892,7687,44863,12624,45717,33454,29104,34484,25815,27712,28084,31059,29786,32668,31658,36142,33122,34348,35639,33236,36654,36441,41074,43940,41794,54273,26140,47473,25259,28135,17515,25665,13073,20309,7077,15730,1068,8087,2,74,0,0,0,0,20241003
202409,경원선,이촌(국립중앙박물관),110,27,1162,606,3653,2439,8771,4766,9641,8273,7899,4688,6561,4018,6214,3798,6266,3882,6591,4639,6236,4428,6916,5444,8276,5694,9414,7109,9307,8040,5832,6194,5021,4389,4623,3926,3294,3749,1150,2243,93,785,0,2,0,0,0,0,20241003
202409,경원선,전곡,13,0,593,20,1150,627,2616,842,4201,1989,3046,1577,2411,1530,2458,1976,2474,2140,2387,2119,2340,2024,2089,1860,2584,2476,2481,2959,1993,3536,1473,3087,1100,1423,626,1398,384,1082,259,801,15,695,1,0,0,0,0,0,20241003
202409,경원선,지행,144,2,4711,1014,10110,2715,19585,6030,20885,12438,15069,7353,12360,6900,11001,7359,10695,7215,10274,9052,9881,10578,10004,12505,11024,14856,11074,18503,11213,20768,7850,16317,5975,13558,5150,10639,3346,9020,2165,5474,280,3726,0,0,0,0,0,0,20241003
202409,경원선,창동,0,0,0,0,0,0,2,0,3,0,5,0,5,0,10,0,9,0,7,0,7,0,5,0,7,0,3,0,8,0,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20241003
202409,경원선,청량리(서울시립대입구),1378,18,4994,1706,7930,15793,28023,18562,39957,22967,25456,33277,30245,31790,31336,40062,35637,32975,33497,30930,32767,37615,31141,39887,42517,38224,36156,36571,35669,49213,26608,36125,28721,20020,18983,21636,11178,13306,5715,6789,251,3311,1,0,0,0,0,0,20241003
202409,경원선,청산,0,0,58,6,184,170,675,291,653,307,327,190,308,225,254,379,258,226,245,275,295,225,298,254,525,273,448,275,295,282,155,298,147,161,65,146,23,101,21,81,3,71,0,0,0,0,0,0,20241003
202409,경원선,한남,112,3,929,846,1397,7592,2714,10110,2978,13076,3258,9973,3637,6302,4172,4848,4682,4801,4030,4600,5447,3864,7498,3703,9386,4841,13245,5206,12477,5427,6490,4018,5085,1966,4866,2061,4299,1404,1624,877,77,341,0,0,0,0,0,0,20241003
202409,경원선,회룡,1995,42,14565,2417,27147,5954,53591,9035,47071,13348,31210,11366,25631,11633,23432,13456,21866,15509,19205,16549,16555,18899,16079,22724,15450,27208,14726,33366,12623,43643,7791,38299,6175,23991,5146,18881,3626,16339,1572,10315,296,4702,0,15,0,0,0,0,20241003
202409,경의선,가좌,14,1,3297,401,7494,2488,21723,4123,24685,10070,12244,8640,9503,6306,8422,6632,8783,6505,7584,8144,7503,7719,8029,9603,9391,10838,9001,14153,9323,19483,5656,15537,4269,9014,3516,6185,2656,6609,1105,4423,22,486,2,25,0,0,0,0,20241003
202409,경의선,강매,0,0,2303,253,7095,893,17900,1290,16154,3432,7843,1364,5299,1407,4203,1554,3847,1831,3495,2293,2884,2520,2716,3615,3188,4873,3074,6981,3357,10846,1334,10203,905,6334,789,5565,465,5063,279,2875,3,1153,1,7,0,0,0,0,20241003
202409,경의선,검암,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20241003
202409,경의선,계양,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20241003
202409,경의선,곡산,31,0,510,149,934,778,1841,1407,1575,2571,1115,1024,981,712,780,620,843,802,788,822,1020,851,1061,795,1150,1029,1812,1378,2070,1794,684,1291,437,744,403,762,216,577,86,390,5,59,0,0,0,0,0,0,20241003
202409,경의선,공덕,23,2,721,66,1818,2228,4012,7224,5565,19118,5255,7946,5783,3552,5889,3527,5491,3817,5416,3662,5742,3577,5903,3831,6926,4607,11316,6356,15925,6541,7970,4731,6445,3443,6260,3493,4950,2721,2407,1835,171,325,0,11,0,0,0,0,20241003
202409,경의선,금릉,98,1,3377,200,12403,2776,20454,5734,15966,9601,10487,5853,8391,4578,8465,4624,8121,5152,7457,6030,6662,6991,6970,7018,8904,10182,9913,13174,11026,15008,5862,15424,4380,9255,3243,9876,2371,8232,558,5667,75,1760,2,13,0,0,0,0,20241003
202409,경의선,금촌,192,0,3571,355,9302,4233,18925,8994,18410,14645,12606,8691,10717,7666,11147,7635,11415,9441,10986,9303,10334,9192,10945,10407,12618,13924,14745,15750,15793,16774,7867,15152,5779,11061,4323,9702,3007,8356,698,5792,111,1700,0,12,0,4,0,0,20241003
202409,경의선,능곡,124,1,4206,636,8968,2019,20748,3235,17325,7124,10723,4691,7972,4483,7060,4512,6791,4829,6398,5459,5791,5486,6157,6837,7247,8469,7306,11477,6343,15449,3785,12718,3425,8244,2261,7799,1436,6383,637,4319,73,2519,2,24,0,0,0,0,20241003
202409,경의선,디지털미디어시티,8,0,1170,438,3399,1516,9819,1849,10054,4570,6039,4063,4602,2651,4081,2599,4126,2687,3720,3407,3804,3162,4376,3798,4896,4972,5151,6485,5191,9996,3036,7547,2272,4865,1822,3751,1573,4324,799,2509,51,389,1,7,0,0,0,0,20241003
202409,경의선,문산,1128,5,3049,28,8649,2547,15680,7495,16328,13821,11565,5664,8936,7110,9283,7385,9764,7459,9444,8627,9504,7563,9840,10437,10747,10285,12972,12148,11498,14154,5964,13839,4256,9886,3199,6961,2071,7615,189,5164,10,2760,0,0,0,9,0,0,20241003
202409,경의선,백마,255,0,5293,854,16335,6346,31907,6714,24866,10242,14257,6449,11107,5281,10246,4797,10690,6101,9335,6914,8190,7971,9381,8817,11789,11606,11666,16437,10532,25624,5186,24128,3870,13128,3427,13434,3405,11024,969,9468,79,991,3,18,0,0,0,0,20241003
202409,경의선,서강대,4,0,534,137,1562,1471,2988,2535,3969,9125,3329,6012,2809,4851,2849,3572,3397,3538,3774,3836,3556,3309,3948,3185,5322,3747,6434,4745,6177,4511,3716,3320,3626,2422,4001,2500,3566,2036,1317,1348,18,189,0,7,0,0,0,0,20241003
202409,경의선,서울역,3,1,906,8,1198,8312,2896,24325,3384,34991,2333,19421,1712,7110,2110,4292,2932,4503,3550,4661,3823,3950,6352,2834,8956,3676,16915,4716,27733,5480,10976,2848,6007,1656,5911,1647,892,208,2468,975,104,158,4,5,0,0,0,0,20241003
202409,경의선,수색,23,1,1527,382,3889,2313,8478,5813,9945,14763,6199,7591,3993,3519,3770,2960,3435,2941,3387,3573,3514,2987,4096,3757,4973,4385,7815,6806,10706,7890,4670,6230,2916,4123,2220,2988,1616,3451,709,2178,19,403,2,8,0,0,0,0,20241003
202409,경의선,신촌,0,0,312,6,239,1277,584,4835,545,6397,737,4566,690,2039,712,1221,915,1442,896,1773,903,1004,1504,782,2152,893,4721,1369,4652,1753,2516,1068,1064,689,1334,335,1041,128,470,412,7,86,0,27,0,0,0,0,20241003
202409,경의선,야당,145,2,6240,410,17789,3115,33278,5197,29802,8801,16721,7566,12620,6706,11533,7535,11777,8788,11031,9290,10067,12131,10466,13002,11521,20709,12444,28126,11494,36466,8914,31006,10043,16938,11378,14622,9314,11740,4561,9524,905,2598,21,29,0,0,0,0,20241003
202409,경의선,운정,83,0,4754,711,20910,7853,31995,7380,29784,11128,16673,6233,12371,5414,10819,5812,10388,6816,9469,6211,8218,8139,9472,9623,12321,16782,13784,20023,11254,25139,6444,23229,5124,13019,4336,12562,2879,10194,871,6985,107,1697,1,16,0,0,0,0,20241003
202409,경의선,운천,0,0,0,0,0,0,0,0,0,0,63,66,21,9,4,5,0,0,0,0,1,1,14,7,35,5,75,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20241003
202409,경의선,월롱,81,2,513,25,889,2242,1879,7586,2108,9822,1994,3833,1800,2136,2069,1625,3011,2276,3146,1730,2738,1339,4621,1808,5970,2141,8139,2446,9186,2395,3203,2186,2866,2404,2060,2206,783,2244,98,1461,9,612,0,2,1,1,0,0,20241003
