,사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자,Station,Line,Connection,Longitude,Latitude
780,202410,3호선,매봉,22,1,1870,706,7036,9942,20041,24597,23721,73958,16960,33044,16097,17118,15095,15861,15697,14639,17230,13947,18690,13604,21338,14816,24295,15847,39326,21092,58491,25717,20412,17081,14780,10581,16626,9192,9780,8571,3083,4366,471,1328,1,77,0,0,0,0,20241103,매봉,3호선,대화-오금,127.046769,37.486947
781,202409,3호선,매봉,9,1,1691,679,6385,8377,17930,22562,20887,66378,15225,29034,13812,14672,13779,13558,14166,12972,14805,12343,16274,11798,18794,13031,20945,14150,34876,18437,52235,22282,18464,15323,13791,9487,14925,8010,8807,7890,2873,3975,436,1339,4,58,0,0,0,0,20241003,매봉,3호선,대화-오금,127.046769,37.486947
782,202408,3호선,매봉,11,0,1783,747,6822,8980,18109,25334,21124,73437,15163,31572,13837,15135,14157,13673,14109,13341,15367,12931,16263,12235,18436,12820,21594,14086,38247,18929,60159,23967,20367,15952,14789,9558,15279,8297,9537,7943,2977,4230,469,1307,0,66,0,0,0,0,20240903,매봉,3호선,대화-오금,127.046769,37.486947
783,202407,3호선,매봉,23,0,1842,765,7602,9595,20713,27968,23691,83885,16387,35989,14835,16871,14977,15152,15908,14265,16339,14106,17684,13251,20321,14080,24089,15451,43511,20795,67296,27032,21778,17545,16476,10344,17091,9315,10420,8892,3272,4410,503,1507,0,47,0,0,0,0,20240803,매봉,3호선,대화-오금,127.046769,37.486947
784,202406,3호선,매봉,18,0,1945,675,7125,9025,18371,23802,21830,69567,16206,30539,14510,15464,14267,15071,14679,13621,15643,13775,17321,12887,19698,13756,22240,15577,37086,20082,56732,24159,19430,16089,14816,10537,16380,9070,9980,9026,3106,4706,490,1396,0,38,0,0,0,0,20240703,매봉,3호선,대화-오금,127.046769,37.486947
785,202405,3호선,매봉,19,0,1994,670,7459,9069,20101,24901,23271,74727,17100,31768,15284,16351,15337,15657,15875,14784,16794,14406,18166,13463,20257,14917,22933,15973,39224,21136,59268,25877,20224,17222,15469,10747,16899,9602,10275,9487,3392,5177,551,1766,0,87,0,0,0,0,20240603,매봉,3호선,대화-오금,127.046769,37.486947
786,202404,3호선,매봉,30,2,1907,656,7586,8717,20363,25542,24357,78197,17503,33225,15122,17940,15248,17246,15477,16311,16570,15652,19236,14880,21437,15493,24000,17294,41206,21652,63766,26516,21816,18049,16197,11170,17559,9597,10797,9128,3626,4909,465,1583,0,66,0,0,0,0,20240503,매봉,3호선,대화-오금,127.046769,37.486947
787,202403,3호선,매봉,22,0,1782,663,7210,8070,19597,24466,23487,75771,16941,32926,15304,16948,15458,15954,15521,14368,16390,14589,17950,13548,20370,15081,22909,16592,39844,20656,61466,25878,21148,17869,15312,10579,16928,9555,10488,9524,3089,4771,364,1577,0,63,0,0,0,0,20240403,매봉,3호선,대화-오금,127.046769,37.486947
788,202402,3호선,매봉,16,0,1531,635,6037,7570,15237,22144,19189,69319,13822,32158,13116,15222,13715,13862,13745,13106,14856,12776,16642,12492,18932,12794,21261,13921,36222,17743,57757,22261,19213,15174,14127,9135,15209,8185,9201,7627,3043,4150,373,1354,5,46,0,0,0,0,20240303,매봉,3호선,대화-오금,127.046769,37.486947
789,202401,3호선,매봉,13,1,1669,713,6890,8227,16647,24774,21801,81541,14964,36087,13896,16487,14062,15451,14436,13591,15668,14148,17613,12767,19511,13388,22409,14650,41192,19648,68623,25099,22139,16674,16122,10021,16989,8526,9994,8268,3291,4357,363,1468,0,48,0,0,0,0,20240203,매봉,3호선,대화-오금,127.046769,37.486947
790,202410,3호선,무악재,13,1,2217,210,5686,1529,17479,3293,20330,6000,12763,4365,9237,4310,7926,4387,7643,4868,6897,5567,6267,6279,6128,8051,6418,10024,7041,12231,7000,17125,3595,14699,2582,8831,2048,8301,1376,6811,600,4667,88,1162,0,0,0,0,0,0,20241103,무악재,3호선,대화-오금,126.950291,37.582299
791,202409,3호선,무악재,16,0,1980,177,5106,1381,15707,2896,18474,5247,11404,3772,7905,3783,7092,3873,6825,4384,6149,4831,5491,5638,5216,7125,5630,8836,6497,10947,6317,15102,3380,13163,2377,8154,1981,7524,1281,6296,544,4403,100,1152,0,8,0,0,0,0,20241003,무악재,3호선,대화-오금,126.950291,37.582299
792,202408,3호선,무악재,12,1,2303,172,5337,1460,16462,3179,19349,5474,11704,3396,8095,3590,7343,3642,6703,4363,6084,4732,5478,5257,5155,6616,5818,8633,6822,11048,6916,16021,3501,13680,2476,8426,1941,7599,1495,6744,646,4589,98,1219,0,0,1,1,0,0,20240903,무악재,3호선,대화-오금,126.950291,37.582299
793,202407,3호선,무악재,25,2,2367,147,5762,1513,18429,3317,22077,5928,12812,3808,8238,3423,7376,3727,7053,4563,6290,5228,5581,5807,5189,7088,5964,9089,7053,11562,7497,17909,3723,14899,2742,9129,2051,8325,1441,7188,719,5045,128,1405,0,0,0,0,0,0,20240803,무악재,3호선,대화-오금,126.950291,37.582299
794,202406,3호선,무악재,33,2,2314,141,5512,1548,16578,2990,19398,5404,12163,3890,8615,3839,7600,3787,7002,4547,6059,5167,5739,5833,5308,7186,5935,9013,6690,11310,6643,15808,3590,13304,2766,8411,2047,8144,1448,7056,657,4814,130,1291,0,1,0,0,0,0,20240703,무악재,3호선,대화-오금,126.950291,37.582299
795,202405,3호선,무악재,30,0,2431,136,5957,1562,17796,3178,21197,6282,13227,4626,9175,4135,7953,4266,7429,4835,6480,5536,6175,6269,5577,7758,6282,9605,7129,11964,7095,16937,3729,14204,2769,9191,2088,8864,1534,7513,708,5449,123,1570,0,0,0,0,0,0,20240603,무악재,3호선,대화-오금,126.950291,37.582299
796,202404,3호선,무악재,39,1,2240,146,6043,1415,18151,3148,21573,6395,12652,4452,8870,4310,7671,4199,7240,4668,6294,5449,6085,6043,5671,7580,5895,9624,6814,11722,7178,16800,3894,14796,2728,9343,2082,8503,1546,7574,702,5041,97,1408,0,0,0,0,0,0,20240503,무악재,3호선,대화-오금,126.950291,37.582299
797,202403,3호선,무악재,31,1,2266,167,5834,1387,17972,3108,21126,5907,12690,4458,9212,4162,7897,4005,7457,4788,6578,5519,6247,6132,5600,7922,6073,9517,6831,11956,6917,16820,3775,14877,2703,9428,2096,8590,1414,7384,711,5316,93,1276,0,0,0,0,0,0,20240403,무악재,3호선,대화-오금,126.950291,37.582299
798,202402,3호선,무악재,17,2,1818,133,4952,1257,14463,2491,18626,4669,11150,3089,8052,3324,6948,3552,6651,4306,6241,4576,5273,5203,5153,6724,5354,7946,5707,10018,6364,15101,3226,13943,2438,8565,1774,7526,1326,6548,713,4623,80,1220,1,4,2,2,0,0,20240303,무악재,3호선,대화-오금,126.950291,37.582299
799,202401,3호선,무악재,16,0,2106,141,5862,1505,16510,2728,21346,5256,12215,3048,8671,3264,7341,3652,6996,4409,6385,4818,5627,5556,5137,6853,5461,8506,6440,11276,6925,17557,3356,15866,2425,9196,1916,8252,1411,6948,604,5031,118,1373,0,0,0,1,0,0,20240203,무악재,3호선,대화-오금,126.950291,37.582299
800,202410,3호선,불광,26,3,10375,1721,19972,7441,54139,12362,64991,33986,40302,30875,30226,27059,28093,25965,29498,28358,29262,30964,29051,30123,30789,34088,32133,38452,31360,45317,32138,62179,18377,48564,14430,30350,11751,27591,7679,23755,3373,14327,453,4278,0,0,0,0,0,0,20241103,불광,3호선,대화-오금,126.929887,37.610469
801,202409,3호선,불광,29,0,8984,1546,17982,6198,48957,11540,57977,31335,35513,28221,26529,23993,25034,23768,25901,25711,25881,28258,25505,27185,27417,29905,28884,33893,28406,39337,29635,54898,17167,42950,13467,27353,10828,24661,7355,21514,3210,12673,525,3908,0,33,0,0,0,0,20241003,불광,3호선,대화-오금,126.929887,37.610469
802,202408,3호선,불광,14,0,9579,1577,19343,6520,51130,11535,61310,31860,36328,26749,26725,22583,25241,23087,25417,25632,25280,28038,24282,26349,25740,29052,28170,33998,28100,41132,30928,60185,17532,45418,13713,28445,11119,25200,7359,22285,3079,12965,451,4148,0,0,0,0,0,0,20240903,불광,3호선,대화-오금,126.929887,37.610469
803,202407,3호선,불광,14,2,9751,1569,20895,6531,56895,12136,68408,34292,39033,26988,27178,22825,25529,24152,26567,27379,26084,28998,25343,28141,27413,31050,28293,35391,29429,43625,32334,65101,17398,49812,14252,29687,11516,26356,8077,23265,3491,13690,485,4508,1,1,0,0,0,0,20240803,불광,3호선,대화-오금,126.929887,37.610469
804,202406,3호선,불광,48,6,9575,1343,20222,6272,50328,12050,61822,31598,37799,28014,27499,23893,25685,23865,26757,26540,26669,29154,25932,28194,27902,31046,29281,35396,28360,41339,29711,59469,17494,45460,14214,29087,11682,26238,8296,23775,3353,13653,429,4144,0,0,0,0,0,0,20240703,불광,3호선,대화-오금,126.929887,37.610469
805,202405,3호선,불광,42,1,10228,1292,20920,6343,54603,12628,65325,34078,40807,30965,29892,25474,27683,25368,29236,27706,29013,31390,27889,30471,30114,32947,30972,37732,30487,43755,31022,62895,18275,49078,15162,31040,12432,28531,8798,25065,3936,14659,572,4981,0,6,0,0,0,0,20240603,불광,3호선,대화-오금,126.929887,37.610469
806,202404,3호선,불광,42,1,9854,1196,20652,5920,55370,11916,66182,32781,39799,29221,28453,23920,25950,24252,27430,26016,27214,29106,26615,28391,28293,32250,29439,36561,28517,42410,30221,62809,18072,49352,14392,30290,11920,27498,8189,23820,3649,14363,548,4877,0,0,0,0,0,0,20240503,불광,3호선,대화-오금,126.929887,37.610469
807,202403,3호선,불광,58,3,9690,1164,19771,5195,53979,11320,63410,32567,39534,31072,28698,26346,27058,25535,28060,27678,28725,30347,28498,30767,31175,33429,31839,37590,29521,43821,31607,61554,18710,49756,14700,30206,12121,27627,8613,23046,3831,14990,521,4579,1,0,0,0,0,0,20240403,불광,3호선,대화-오금,126.929887,37.610469
808,202402,3호선,불광,57,3,8368,937,16404,4479,45740,8994,56018,26350,34100,23945,24775,21743,23106,22273,24489,23704,25080,26896,24806,27652,26303,29861,27024,33035,26357,38040,27160,55429,15991,43472,12995,26641,10722,23514,7406,20223,3223,12590,503,4143,3,30,0,0,0,0,20240303,불광,3호선,대화-오금,126.929887,37.610469
809,202401,3호선,불광,46,0,9190,1130,18464,4811,51349,9468,64313,29427,37490,24944,26686,21790,24205,23341,25518,24837,25821,27506,26365,28299,27775,30500,28261,34529,27786,40301,29394,61262,16351,50015,12832,28678,10306,25473,7200,22500,3190,13174,450,4279,0,1,0,0,0,0,20240203,불광,3호선,대화-오금,126.929887,37.610469
810,202410,3호선,수서,126,3,5236,2438,13506,17576,39978,35394,47193,57800,34928,38014,39855,26492,30492,23179,36218,28661,32696,24555,25774,25932,36437,30929,39282,34969,49228,41744,53898,55295,25810,41064,24606,28837,16151,23908,16168,22382,7751,9203,633,3287,0,280,0,0,0,0,20241103,수서,3호선,대화-오금,127.10188,37.487371
811,202409,3호선,수서,87,5,4664,2215,12367,16202,36650,32739,42006,51531,30571,33340,35623,23824,26673,20701,33142,26807,30299,22568,23532,23803,33723,28405,37380,32182,44526,37147,48563,48370,23025,37078,22859,26739,14733,22404,14362,20523,6681,8353,733,3163,125,258,0,0,0,0,20241003,수서,3호선,대화-오금,127.10188,37.487371
812,202408,3호선,수서,84,2,4876,2219,13401,16487,36554,33451,44299,54601,31189,34492,36689,23754,28107,21749,33358,25799,30149,22625,23653,23618,32873,27519,36494,31550,45927,39164,52124,52668,23803,38708,23981,27272,15078,22273,15662,20985,7225,8471,558,3139,1,237,0,0,0,0,20240903,수서,3호선,대화-오금,127.10188,37.487371
813,202407,3호선,수서,77,4,4995,2416,14241,17098,41031,36102,48919,59845,33162,36456,36465,24634,28813,22435,34361,26870,30043,23402,24446,24291,33756,28498,37517,32062,48228,39670,55017,56032,24617,41117,24413,27597,16354,22987,14852,21772,7106,9090,723,3457,0,243,0,0,0,0,20240803,수서,3호선,대화-오금,127.10188,37.487371
814,202406,3호선,수서,91,4,4822,2464,13422,16443,36930,33351,43344,52998,32647,34897,37291,24507,28345,22225,34301,26974,30446,23275,24497,24437,34001,29133,37353,32324,45208,38961,49887,51098,23640,37971,24189,27056,16132,22891,15810,22143,7392,9072,702,3420,2,261,0,0,0,0,20240703,수서,3호선,대화-오금,127.10188,37.487371
815,202405,3호선,수서,111,5,5067,2520,14028,17302,39576,37524,46539,56676,34335,37228,39860,26017,29729,23374,36092,27351,32587,24682,26344,25677,36325,30544,39831,33499,48025,41683,52908,54521,25683,40017,25195,28037,17151,25263,16672,23634,8168,10007,755,3935,0,317,0,0,0,0,20240603,수서,3호선,대화-오금,127.10188,37.487371
816,202404,3호선,수서,105,3,4785,2492,13654,17578,39878,37709,45864,58536,33479,37118,38739,25801,28900,22275,35084,26854,30480,23240,25058,25219,35700,30017,39543,33795,47973,40756,53946,53838,25452,39042,25252,27911,16521,23602,16399,22292,8304,9472,661,3468,2,216,0,0,0,0,20240503,수서,3호선,대화-오금,127.10188,37.487371
817,202403,3호선,수서,77,8,4606,2444,12627,16726,39131,36321,47681,54617,33737,37456,40249,26430,28475,22900,37982,28531,32700,25115,26026,26035,36927,31753,41691,35680,47738,42702,52417,55915,25400,42182,25941,29179,16824,25072,16037,24513,7461,9476,585,3310,0,249,0,0,0,0,20240403,수서,3호선,대화-오금,127.10188,37.487371
818,202402,3호선,수서,82,3,4072,2299,10650,14243,32168,29017,41325,49141,28393,33835,34479,22898,24532,20543,34515,25319,29593,22319,22848,23583,31267,27707,33913,31162,41604,37559,47702,51347,22592,37425,22804,26043,15179,22061,14502,20036,7724,8091,690,3022,80,246,0,0,0,0,20240303,수서,3호선,대화-오금,127.10188,37.487371
819,202401,3호선,수서,86,1,4583,2445,12011,15567,36609,31992,46743,56631,31173,36813,37171,24917,26204,22200,36177,26823,31267,23778,24338,24687,33550,29944,37276,33180,46609,41728,54459,57088,24975,41812,25279,28161,16038,23292,15539,21260,7527,8623,553,3131,1,223,0,0,0,0,20240203,수서,3호선,대화-오금,127.10188,37.487371
820,202410,3호선,신사,65,5,3510,1732,6623,17476,12333,39813,18359,101903,17434,131649,20872,67381,27142,49593,30230,46994,36916,48597,43380,45955,51146,42744,61467,45503,88937,54316,122044,65341,85542,35291,59007,19944,58056,15250,46246,12617,20242,8167,2919,3318,0,1,0,0,0,0,20241103,신사,3호선,대화-오금,127.020114,37.516334
821,202409,3호선,신사,42,5,3239,1619,5853,15650,10910,36591,16489,89528,15186,120328,18174,59867,23331,42710,27328,40107,32003,43215,37831,39781,45378,37670,54226,39970,77808,48637,105664,57816,77106,31893,52391,17659,53226,13533,42673,10966,18760,7308,2732,2836,6,40,0,0,0,0,20241003,신사,3호선,대화-오금,127.020114,37.516334
822,202408,3호선,신사,34,3,3607,1839,6522,17619,10853,39667,16802,103684,15417,131764,18695,64980,24881,45820,27520,43080,32485,45617,39307,41600,47024,37428,58050,41127,84411,49761,119968,62520,83668,34440,55975,17495,57389,13666,47645,11561,20811,7352,3122,3177,1,0,0,0,0,0,20240903,신사,3호선,대화-오금,127.020114,37.516334
823,202407,3호선,신사,52,4,3743,1785,6875,17762,11962,45614,18792,116844,16562,146603,19836,69518,26010,47922,28986,44147,34532,48395,41244,43188,49011,38683,59786,43024,93748,51983,133465,67347,90879,34930,60371,18267,61577,14534,50909,11675,22437,7555,3617,3445,1,3,0,0,0,0,20240803,신사,3호선,대화-오금,127.020114,37.516334
824,202406,3호선,신사,62,6,4129,1721,6890,17586,11259,40050,17011,100953,16252,125768,19272,65137,25761,47978,29132,44801,34454,47183,41248,44097,48989,39736,58951,43459,84979,51224,116541,61385,80451,33263,57613,18645,58138,14811,48772,12134,21286,8118,3154,3381,2,6,0,0,0,0,20240703,신사,3호선,대화-오금,127.020114,37.516334
825,202405,3호선,신사,64,8,4005,1700,7276,18235,12095,43809,18205,106636,17353,132717,20682,68125,27566,49079,30756,45953,35769,49762,43332,46185,49965,41586,60268,44878,90251,54552,122476,65607,86291,35930,60301,19853,61162,16106,50252,12772,23006,8790,3473,4037,0,0,0,0,0,0,20240603,신사,3호선,대화-오금,127.020114,37.516334
826,202404,3호선,신사,60,4,3631,1728,6975,17781,12323,44599,18452,111030,17728,133337,20794,68565,26987,48029,30024,44737,35157,47948,42725,44814,49219,41073,58670,44108,91040,53213,126121,65806,89032,36005,59522,19385,61527,15198,49591,12716,22075,8476,3258,3778,0,0,0,0,0,0,20240503,신사,3호선,대화-오금,127.020114,37.516334
827,202403,3호선,신사,63,7,3619,1697,7117,17440,12868,42041,18201,105556,17221,131345,21113,69091,26505,49903,30694,47500,36743,50065,43630,47717,51089,43484,61896,45951,89578,56594,123987,66922,88804,36956,61822,19377,63226,14921,52003,12312,22697,8508,3004,3374,3,3,0,0,0,0,20240403,신사,3호선,대화-오금,127.020114,37.516334
828,202402,3호선,신사,42,4,3389,1480,6196,14839,9928,37567,14947,93849,14063,124037,17905,63273,22691,44509,27171,42071,31457,45035,39326,42874,47254,38551,55385,41036,81083,50574,113684,59927,81751,32750,55759,16443,57706,12734,46844,10670,21540,6803,3212,3252,7,42,0,0,0,0,20240303,신사,3호선,대화-오금,127.020114,37.516334
829,202401,3호선,신사,49,4,3856,1698,6649,17051,11280,44810,16657,107369,14786,140560,18649,70267,25012,49637,29212,46523,34346,50443,42244,45502,49966,41460,60119,43466,91881,54129,130672,66350,91556,34880,62580,17090,63836,13106,53651,10930,24726,7112,3620,3284,1,1,0,0,0,0,20240203,신사,3호선,대화-오금,127.020114,37.516334
830,202410,3호선,안국,36,0,1932,2288,3359,25702,6207,92410,11286,131815,17983,101183,21850,84159,29352,85740,41406,72157,48155,69017,62753,63661,84314,51767,108212,44756,139639,38650,139391,31770,65621,15674,50896,8669,41555,7364,21812,6504,6922,3556,812,1047,0,1,0,0,0,0,20241103,안국,3호선,대화-오금,126.985443,37.576477
831,202409,3호선,안국,12,1,1597,2027,3008,23178,5789,86065,10061,116545,15066,82857,18841,63630,26062,63324,36037,55795,40204,53176,49344,49363,63264,40480,84739,36835,112422,33406,114174,28035,55709,14192,43332,8003,36601,6396,19478,5528,6545,3060,724,853,4,4,0,0,0,0,20241003,안국,3호선,대화-오금,126.985443,37.576477
832,202408,3호선,안국,12,0,1658,2236,3102,25092,5964,86692,10201,121743,14803,83479,18556,61109,26139,61092,37029,52392,40500,49916,46822,45175,57782,37248,78974,35321,116196,32131,121035,28221,55403,13597,44348,8143,35057,6691,19116,6119,6301,3454,637,1084,1,7,0,0,0,0,20240903,안국,3호선,대화-오금,126.985443,37.576477
833,202407,3호선,안국,12,1,1719,2236,3087,27168,6383,99527,10706,136733,15065,89878,19652,62119,27317,62062,37676,54078,41093,50545,47656,46708,61101,38048,82948,34447,126005,31621,131038,28303,56802,13857,46248,8029,37828,6749,20324,6063,6574,3403,765,1137,0,13,0,0,0,0,20240803,안국,3호선,대화-오금,126.985443,37.576477
834,202406,3호선,안국,27,1,1803,2116,3112,24760,5736,89309,10612,120336,15311,86055,18840,68446,26161,70048,37357,60423,42095,56690,52292,52025,66487,42169,87684,38436,116496,33399,117413,28486,56343,14381,48136,8061,40016,6687,21384,6137,6750,3459,786,964,0,0,0,0,0,0,20240703,안국,3호선,대화-오금,126.985443,37.576477
835,202405,3호선,안국,21,1,1905,2208,3236,26905,6449,99112,11072,127278,15333,94443,19195,78101,27939,79955,39890,67037,49260,64059,61510,57984,77541,46206,99685,41427,130016,37179,129433,32788,62736,15328,53869,8683,46199,7230,25011,6088,8000,3511,877,1177,1,1,0,0,0,0,20240603,안국,3호선,대화-오금,126.985443,37.576477
836,202404,3호선,안국,21,0,1754,2145,3190,25988,6742,102038,10928,129335,15815,93400,18803,74154,26220,78078,36366,64655,43962,61441,55288,55270,73455,44770,96033,38465,132671,34117,131995,30074,63888,14407,48931,8338,41155,6936,22916,6028,6929,3505,759,1069,0,1,0,0,0,0,20240503,안국,3호선,대화-오금,126.985443,37.576477
837,202403,3호선,안국,12,0,1627,2116,3067,24341,6414,100360,11859,127926,16599,89792,20322,71703,27981,74346,37950,63857,44679,59841,54021,55192,70243,45277,94904,38368,128445,33329,129346,28811,62796,14226,48217,8075,40841,6978,21501,6001,6626,3623,642,1082,0,4,0,0,0,0,20240403,안국,3호선,대화-오금,126.985443,37.576477
838,202402,3호선,안국,12,1,1368,1706,2492,20298,5050,76121,8649,107184,11754,74378,14719,55629,21566,59052,29767,53158,35031,50803,45145,45226,55932,36202,72682,32243,111492,27047,112463,22641,51099,12282,39659,6449,33647,5498,17963,4687,5688,2629,646,894,0,5,0,0,0,0,20240303,안국,3호선,대화-오금,126.985443,37.576477
839,202401,3호선,안국,15,1,1593,1913,2629,23477,5579,86331,9554,122339,11160,80502,13454,55388,20105,60071,29716,51971,34148,49596,42873,44531,55256,36885,72711,32506,120135,28809,126936,25206,55650,12710,43260,6968,37993,5698,20165,5134,6569,2911,647,892,0,1,0,0,0,0,20240203,안국,3호선,대화-오금,126.985443,37.576477
840,202410,3호선,압구정,42,0,3093,2515,8399,25219,16376,51348,25744,138034,22956,147152,27978,81992,34511,67673,40454,54581,46070,56579,56401,51615,64459,50012,75805,50553,99203,58534,133873,59035,90392,33826,73041,18211,52913,14870,35939,12325,11185,6622,1628,2213,2,227,0,1,0,0,20241103,압구정,3호선,대화-오금,127.028461,37.527072
841,202409,3호선,압구정,48,2,2811,2199,7651,22605,14638,46755,22835,122903,19971,132107,24508,72715,29903,59911,36142,47812,40547,50162,48988,46199,56838,43205,66407,43400,87482,52779,117864,52970,82286,30209,66969,16216,47207,13344,33423,10636,10260,5832,1525,1771,6,205,0,0,0,0,20241003,압구정,3호선,대화-오금,127.028461,37.527072
842,202408,3호선,압구정,53,3,2864,2454,8194,24107,14698,48996,22824,136770,18967,144000,24041,75552,29882,62433,37281,50834,41867,52216,49762,46483,58494,44399,70583,44379,94680,53236,129454,56416,88731,31995,69841,16416,53137,13216,37239,11334,11170,6034,1682,1914,1,203,0,0,0,0,20240903,압구정,3호선,대화-오금,127.028461,37.527072
843,202407,3호선,압구정,44,1,2936,2581,8678,25406,16410,54194,25822,158075,21624,160163,26406,83031,32647,67097,40472,55615,46354,58194,54435,50591,64439,48505,76840,46980,105643,57314,148432,61265,97958,33534,76039,17871,57079,14046,40433,11992,12105,6258,1990,2155,5,231,0,0,0,0,20240803,압구정,3호선,대화-오금,127.028461,37.527072
844,202406,3호선,압구정,70,5,3224,2384,8776,24555,15469,48890,24605,136816,21237,142350,26914,76897,32402,65087,39356,52211,43827,53707,53009,48646,61822,46893,72101,45894,93517,53958,127433,55332,87644,31959,70061,18086,51496,14401,35188,12380,11262,6566,1642,2189,4,199,0,0,0,0,20240703,압구정,3호선,대화-오금,127.028461,37.527072
845,202405,3호선,압구정,81,3,3065,2394,8628,26107,17095,53701,26283,141239,23183,149634,28300,82124,34518,66931,41214,54598,46166,55784,55825,51424,63337,50102,75076,50048,97393,57696,133542,59962,92057,34429,75320,19099,53894,15082,38205,13144,12167,7072,1767,2541,1,232,0,0,0,0,20240603,압구정,3호선,대화-오금,127.028461,37.527072
846,202404,3호선,압구정,58,3,2878,2287,8496,25524,17032,53450,26351,142663,23504,147978,27967,83033,33554,64586,40269,53082,44539,54804,54643,49902,63304,48380,73729,48803,98073,55343,135657,59753,93858,33484,73803,18549,52537,14672,38053,12631,11925,6545,1792,2352,1,261,0,0,0,0,20240503,압구정,3호선,대화-오금,127.028461,37.527072
847,202403,3호선,압구정,74,2,2908,2204,8009,24223,16513,50539,26020,141311,22857,150636,27632,85403,34549,69645,41421,56556,47749,58872,58146,53313,66614,51741,76854,51898,98434,58197,134164,61386,94292,34571,74247,18491,54728,14593,39590,12849,11945,6587,1724,2373,2,223,0,0,0,0,20240403,압구정,3호선,대화-오금,127.028461,37.527072
848,202402,3호선,압구정,70,0,2587,1899,7066,20592,13628,42436,21445,127529,18562,142185,24038,75488,30005,61760,36897,51897,41289,53750,50896,49281,59084,46999,68311,46669,90937,53168,124064,55696,88525,30957,67993,15690,50592,12625,34218,10346,11236,5365,1653,1882,0,207,0,0,0,0,20240303,압구정,3호선,대화-오금,127.028461,37.527072
849,202401,3호선,압구정,98,7,2729,2200,7745,23324,15383,48032,24498,148424,20440,160079,25829,84140,32025,69173,40028,55505,44132,59619,54519,52351,62849,49572,74636,48813,101474,56372,141906,60431,98897,32545,75208,16762,55704,13010,39977,11339,11884,5924,1775,2112,1,214,0,0,0,0,20240203,압구정,3호선,대화-오금,127.028461,37.527072
850,202410,3호선,약수,115,3,6632,1109,10867,6648,26580,14904,37381,33787,28394,22521,20676,17190,19713,16974,21814,16831,21770,17795,21406,19344,22352,21727,23927,26003,28026,31529,32784,43360,20172,27509,16248,19151,15283,16816,11611,15494,5117,8685,809,3557,2,434,0,0,0,0,20241103,약수,3호선,대화-오금,127.010655,37.55434
851,202409,3호선,약수,139,1,6113,1026,9654,6066,24214,13348,33298,30457,24723,20152,18538,15249,17413,14840,19462,15039,19513,15969,19214,17452,20192,19219,22175,23561,25250,27948,29591,38391,18145,24890,14846,17210,14325,15527,10109,14536,4715,8291,807,3188,9,501,0,0,0,0,20241003,약수,3호선,대화-오금,127.010655,37.55434
852,202408,3호선,약수,155,0,6799,1038,10086,6562,24946,13284,35373,32288,25432,21615,18858,15458,17401,15695,19353,15397,19749,16288,18910,17059,20041,18441,21473,22683,26825,28972,32570,41953,18706,25702,15626,18110,14922,15638,11072,14699,5238,8390,848,3184,5,814,0,0,0,0,20240903,약수,3호선,대화-오금,127.010655,37.55434
853,202407,3호선,약수,129,4,6837,1140,11053,6814,27702,15517,39656,36197,27389,23192,19673,16109,18472,16388,20860,15985,20378,17498,19933,18239,21128,19628,22206,23765,27626,30713,34575,45741,19846,27915,16592,18913,15965,16507,11833,15276,5178,8664,965,3473,3,605,0,0,0,0,20240803,약수,3호선,대화-오금,127.010655,37.55434
854,202406,3호선,약수,132,2,6814,1173,10596,6691,25042,15071,34952,31747,25775,21418,19048,15965,18302,16168,20346,15813,20385,16645,19787,18585,21119,19653,23043,24418,26450,29276,31026,40557,18695,26271,16103,18536,15449,16589,11341,15153,5353,8886,811,3375,3,472,0,0,0,0,20240703,약수,3호선,대화-오금,127.010655,37.55434
855,202405,3호선,약수,110,0,6913,1136,11611,6825,26865,16314,38637,33766,28190,22674,20879,16449,18932,17204,21602,17025,21748,18471,21337,19855,22511,21484,24414,25639,27688,31288,33346,43149,20109,28001,17310,19997,16187,17370,11995,16697,5675,9515,940,3735,3,629,0,0,0,0,20240603,약수,3호선,대화-오금,127.010655,37.55434
