,사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자,Station,Line,Connection,Longitude,Latitude
1363,202407,5호선,길동,2,0,5356,714,10055,4682,24424,8387,29829,20499,16232,15117,14249,10884,13498,11152,14533,12282,14647,12158,12724,13772,13732,14740,15522,17941,16590,20940,18412,29232,9495,22252,7235,13465,6758,10777,5184,9351,2217,5491,473,2522,0,0,0,0,0,0,20240803,길동,5호선,하남풍산-강동,127.140004,37.537801
1364,202406,5호선,길동,5,0,4974,758,9310,4219,21983,7635,26249,18289,15879,13829,14377,10766,13589,10913,14606,12101,14667,11753,12761,13993,13591,14650,14858,17730,15555,20669,16651,25750,9270,20486,7505,12901,6624,10622,5023,9740,2014,5677,365,2567,0,13,0,0,0,0,20240703,길동,5호선,하남풍산-강동,127.140004,37.537801
1365,202405,5호선,길동,6,0,5020,784,10116,4630,23800,8225,28477,19858,17454,14616,15264,10800,14683,11735,15606,13003,15825,13199,13766,15406,14519,15766,16114,19417,16595,21841,17674,27864,9851,22041,7843,13816,6568,11437,5214,10243,2110,6282,421,2929,0,0,0,0,0,0,20240603,길동,5호선,하남풍산-강동,127.140004,37.537801
1366,202404,5호선,길동,20,2,4699,799,9994,4513,24245,8207,28581,19293,16687,14402,14708,10166,14059,10763,15024,11801,14726,12038,13154,14270,13931,15466,15120,18760,16041,20864,17050,28494,9732,22366,7279,13975,6343,11298,4846,9947,2118,5929,410,2670,0,0,0,0,0,0,20240503,길동,5호선,하남풍산-강동,127.140004,37.537801
1367,202403,5호선,길동,9,0,4611,831,9410,4899,23413,7847,28090,18775,16747,14425,14576,10264,14329,11310,15709,12764,15276,12305,13815,14740,14594,15977,16122,19624,16702,21588,17843,28406,9985,22554,7125,14378,6587,11568,5220,10481,2224,5963,478,2699,0,0,0,0,0,0,20240403,길동,5호선,하남풍산-강동,127.140004,37.537801
1368,202402,5호선,길동,2,0,4055,705,7811,4053,18875,6769,24711,17235,13907,12397,12680,9241,12565,10408,13728,11432,13805,11284,12291,13437,13137,14189,14606,16743,15231,18626,16490,24876,8961,20404,6378,12311,6156,9899,4764,8858,2258,5290,479,2338,5,22,0,0,0,0,20240303,길동,5호선,하남풍산-강동,127.140004,37.537801
1369,202401,5호선,길동,8,0,4669,763,8773,4337,21453,7826,27642,19430,14923,14174,13239,10138,13309,10794,14632,12207,14561,12034,13274,14651,14132,15189,15944,17908,16760,20198,18316,28503,9569,22401,6828,13531,6824,10661,5182,9449,2258,5619,505,2625,1,7,0,0,0,0,20240203,길동,5호선,하남풍산-강동,127.140004,37.537801
1370,202410,5호선,김포공항,24,1,1222,3549,4791,10892,18990,18838,24615,24267,13399,14071,12610,14539,17202,16918,19764,16667,22692,17170,26769,16174,28875,15583,25105,16409,31624,17609,37293,16193,23992,9172,20446,4730,18575,2978,15919,2271,8181,1286,364,585,0,0,0,0,0,0,20241103,김포공항,5호선,방화-강동,126.801058,37.562434
1371,202409,5호선,김포공항,24,1,841,3297,4413,9687,17018,17027,22253,21941,12041,13196,12166,14762,16489,16417,19227,17032,21753,17201,24862,16426,27315,15037,24414,15897,29926,16612,35863,15475,22451,8432,18454,4389,17864,2679,15447,2002,6298,1153,339,512,4,6,0,0,0,0,20241003,김포공항,5호선,방화-강동,126.801058,37.562434
1372,202408,5호선,김포공항,9,0,875,3126,4932,10082,17711,17848,22253,22880,12360,13946,12204,16520,16689,19379,19129,19455,21938,20018,26389,18869,29529,17200,27895,16975,33760,17687,38142,17077,23693,9409,20149,5001,18630,2869,15819,2147,6431,1187,397,560,0,0,0,0,0,0,20240903,김포공항,5호선,방화-강동,126.801058,37.562434
1373,202407,5호선,김포공항,6,1,813,3190,5038,10994,19549,18923,23631,24514,11712,14291,11743,15509,14870,17912,16926,18286,19870,18732,21984,17387,25146,16297,24185,16508,30407,17792,35321,17437,22442,9650,18556,4758,17471,3096,14342,2210,6448,1233,401,617,0,4,0,0,0,0,20240803,김포공항,5호선,방화-강동,126.801058,37.562434
1374,202406,5호선,김포공항,9,2,746,3540,4443,10051,16345,16547,20820,22337,11178,13628,11011,14971,13234,16877,13793,16735,16839,17490,19428,16523,21728,15369,20281,15471,25555,16328,28763,15318,19780,8925,16113,4490,15685,3055,13196,2146,5104,1234,304,598,0,0,0,0,0,0,20240703,김포공항,5호선,방화-강동,126.801058,37.562434
1375,202405,5호선,김포공항,6,0,813,3554,4599,10520,17634,17179,22519,23156,11211,13990,11242,14756,12781,16784,13627,16114,16385,17196,18652,15969,20326,15628,19865,16074,25780,16599,28903,15909,19959,9387,16677,4828,15024,3064,12990,2228,5177,1235,307,680,1,6,0,0,0,0,20240603,김포공항,5호선,방화-강동,126.801058,37.562434
1376,202404,5호선,김포공항,4,1,973,3775,4411,10449,17589,17451,22611,23335,10763,13242,10710,14354,12659,16159,13258,15446,15518,16125,17619,15150,20217,14539,18644,14787,24742,15989,28826,15553,18531,9050,15589,4571,14437,3083,12667,2039,5144,1222,296,603,0,2,0,0,0,0,20240503,김포공항,5호선,방화-강동,126.801058,37.562434
1377,202403,5호선,김포공항,3,0,839,3538,3953,10348,15825,16230,21613,22368,10764,13641,10274,14995,12598,16875,13711,16712,15645,18003,18906,17010,21445,15974,20865,16426,24895,17115,29321,15462,20104,9642,16255,4567,14443,2926,13644,2132,5240,1240,296,565,0,1,0,0,0,0,20240403,김포공항,5호선,방화-강동,126.801058,37.562434
1378,202402,5호선,김포공항,6,1,787,3079,3357,9145,13526,14212,18677,19817,9355,12595,9307,14061,12507,15735,13202,16281,15060,17259,18423,16479,20677,15169,20266,15091,24074,16825,27778,14998,18611,9190,15654,3996,13706,2613,12367,1827,5077,1088,271,483,2,12,0,0,0,0,20240303,김포공항,5호선,방화-강동,126.801058,37.562434
1379,202401,5호선,김포공항,2,0,991,3733,3777,10425,15581,16086,20558,21493,10249,13629,9547,15004,12723,16597,12503,16450,15151,17793,19411,16692,20977,15394,20801,15555,24882,16834,30124,15249,19318,9274,15618,3943,14345,2476,13464,1703,4804,1076,299,550,0,1,0,0,0,0,20240203,김포공항,5호선,방화-강동,126.801058,37.562434
1380,202410,5호선,까치산,291,2,26464,1663,45379,8616,120429,11576,148044,21995,81040,19376,50661,18608,44675,22070,44493,25994,40425,29561,34062,33919,32188,45303,33367,57398,33582,74259,32213,122567,20282,93194,15933,62737,12775,60034,10015,48743,4876,30344,763,8944,0,428,0,0,0,0,20241103,까치산,5호선,방화-강동,126.846683,37.531768
1381,202409,5호선,까치산,298,3,23345,1356,40870,7815,107985,10618,130983,20532,71913,18291,44783,17565,39697,20535,39433,24419,35709,27257,30623,31216,29875,41324,31333,51939,31073,65524,29514,107423,19231,83331,15276,55207,12206,53538,9634,43642,4644,27948,712,8208,14,428,0,0,0,0,20241003,까치산,5호선,방화-강동,126.846683,37.531768
1382,202408,5호선,까치산,316,3,25584,1419,44375,8596,113802,10910,141809,21716,74009,18361,45159,18223,39475,20523,40131,23770,35833,26507,30121,30314,29388,41304,31254,51566,32284,68055,30283,119207,20188,87928,16084,58471,12560,56353,10256,46183,5163,28973,847,8549,0,338,0,0,0,0,20240903,까치산,5호선,방화-강동,126.846683,37.531768
1383,202407,5호선,까치산,324,2,26523,1536,48525,8599,126902,11410,157667,23635,79488,19163,46460,18698,40262,21090,40904,25345,37486,27991,30915,32051,29618,43717,31910,53912,32550,72293,31922,129943,20246,96604,16601,61945,13418,58841,10645,48988,5368,30163,933,9119,0,430,0,0,0,0,20240803,까치산,5호선,방화-강동,126.846683,37.531768
1384,202406,5호선,까치산,296,0,26244,1536,45167,8527,113772,11342,140318,21527,76959,18761,47918,18289,42011,21088,42171,25476,37985,27796,32312,32154,31103,42908,32928,55215,32185,69734,30646,113766,20024,87750,16939,59739,13226,58201,10786,49476,5330,31503,772,9054,2,379,0,0,0,0,20240703,까치산,5호선,방화-강동,126.846683,37.531768
1385,202405,5호선,까치산,301,0,27402,1569,48211,9090,122802,12102,151732,22886,83155,19622,52017,19545,45658,21883,45383,26912,41861,29690,33995,34327,31976,46397,34147,58838,33997,74338,31797,122363,21087,95318,17302,64067,14075,62460,11763,52205,5487,32976,851,10327,1,430,0,0,0,0,20240603,까치산,5호선,방화-강동,126.846683,37.531768
1386,202404,5호선,까치산,315,6,26438,1371,48367,9252,125894,11908,154934,22504,81657,18839,50766,18856,44491,21343,45005,25308,40766,28556,33603,33419,31559,46353,33173,58025,33208,74979,31897,125334,20869,97003,16546,64832,13453,61380,11034,51583,5205,31951,897,9878,0,445,0,0,0,0,20240503,까치산,5호선,방화-강동,126.846683,37.531768
1387,202403,5호선,까치산,317,2,25419,1526,45933,9034,121654,11910,152203,22096,81367,18898,50690,19075,45393,21404,46034,25905,42541,29035,34573,34693,32216,46484,34009,59267,34268,74878,32494,124580,21381,96250,16401,65032,13781,62532,11410,51700,5255,31204,808,9252,1,339,0,0,0,0,20240403,까치산,5호선,방화-강동,126.846683,37.531768
1388,202402,5호선,까치산,269,0,22160,1357,39085,7719,103999,9140,136569,19297,71885,16373,43783,16958,39425,19891,40309,23999,37930,27724,31809,31226,29284,42264,30792,50164,30532,65519,29841,111993,19229,87440,15216,56883,12424,54374,10119,44873,4794,27747,774,8411,23,419,0,0,0,0,20240303,까치산,5호선,방화-강동,126.846683,37.531768
1389,202401,5호선,까치산,309,3,25121,1420,44382,8317,119807,9509,155032,21005,79145,17544,46482,17671,40920,20687,42507,25064,39264,28521,33443,32905,30931,44329,32796,54433,31433,72715,32240,129599,19676,100471,15298,62952,12593,58648,10166,48167,5266,28984,850,9003,0,356,0,0,0,0,20240203,까치산,5호선,방화-강동,126.846683,37.531768
1390,202410,5호선,답십리,40,1,9500,1747,19281,11034,57085,14550,76774,35444,38088,19831,24631,14017,21906,14413,23329,16187,22321,18879,20483,17921,22278,22323,27818,26486,32212,36588,34074,58844,17142,37864,11749,25639,9468,22868,6893,21221,3145,12518,554,3895,0,20,0,0,0,0,20241103,답십리,5호선,방화-강동,127.052704,37.566747
1391,202409,5호선,답십리,32,0,8515,1422,17479,9183,50374,13140,68040,31802,33046,17605,21389,12422,18620,12881,20311,14712,19376,17442,18367,16402,19620,19654,24098,23584,29127,31861,29977,51896,15620,33600,11184,22842,8851,20771,6394,18684,2882,11565,487,3778,1,49,0,0,0,0,20241003,답십리,5호선,방화-강동,127.052704,37.566747
1392,202408,5호선,답십리,33,1,9743,1431,18704,9781,53427,13690,72162,34199,34313,17756,21659,12845,18856,13031,19991,14477,19478,17417,17814,16313,19703,18687,24448,23290,29598,33189,32233,56703,16584,35874,11524,23576,8928,20856,6616,19809,2777,11463,431,3769,0,25,0,0,0,0,20240903,답십리,5호선,방화-강동,127.052704,37.566747
1393,202407,5호선,답십리,31,2,10145,1513,20556,10062,60120,15359,81746,38161,37273,19672,22784,13458,19338,14002,21110,15303,20135,18149,18561,17449,20794,20396,25660,24570,31576,35903,35219,62635,17093,39007,12249,24886,9554,22263,7063,21178,3029,12198,489,4030,0,3,1,0,0,0,20240803,답십리,5호선,방화-강동,127.052704,37.566747
1394,202406,5호선,답십리,34,1,9667,1424,19049,9794,53405,14385,71184,33862,35370,18514,23510,13543,20059,13925,21621,15310,20669,18591,18986,17106,21230,20493,25897,24281,30212,33125,31635,55802,16630,35421,12252,23853,9935,21806,7277,20407,3149,12433,479,3860,0,1,0,0,0,0,20240703,답십리,5호선,방화-강동,127.052704,37.566747
1395,202405,5호선,답십리,33,0,9977,1491,20231,10639,56974,15096,76758,35869,38009,20179,24770,14104,21482,14761,23253,16120,22388,19582,20435,18593,22184,22078,26315,26006,31498,35460,33738,59063,18303,37946,12705,25742,10370,23001,7557,22108,3635,12867,608,4638,0,4,0,0,0,0,20240603,답십리,5호선,방화-강동,127.052704,37.566747
1396,202404,5호선,답십리,34,2,9620,1379,20046,10309,58523,14948,79180,36678,38657,20020,24111,13633,20960,14177,22295,15775,21518,18736,19895,17923,21693,21848,25586,25763,31082,35628,33974,59735,17430,38658,12403,26088,10215,23017,7187,21407,3311,12642,541,4211,1,4,0,0,0,0,20240503,답십리,5호선,방화-강동,127.052704,37.566747
1397,202403,5호선,답십리,40,4,9526,1513,19046,10213,57326,14392,76689,37103,38033,19889,24974,14610,21633,15014,23621,16761,22531,19799,20960,19061,22867,22338,27321,26361,32144,35535,34091,59449,17659,39428,12496,26565,10522,23324,7584,22064,3156,12711,484,4134,1,2,0,0,0,0,20240403,답십리,5호선,방화-강동,127.052704,37.566747
1398,202402,5호선,답십리,30,0,8332,1199,16013,8910,48307,12267,68667,32070,33253,16406,20938,12055,18500,12917,20255,14463,19522,17450,18433,17131,20562,19394,24339,22552,28059,30836,30402,52678,15299,35243,10804,23152,8789,20093,6376,18533,2907,10974,432,3719,0,64,0,0,0,0,20240303,답십리,5호선,방화-강동,127.052704,37.566747
1399,202401,5호선,답십리,23,1,9475,1323,18645,10439,55647,13184,79023,36483,36799,18682,22590,13235,19818,13947,21121,15484,20964,18643,19317,18279,21785,20612,26371,24079,31794,35392,34619,61843,16416,40443,11432,25936,9820,22262,6821,20358,3021,11488,480,4007,0,2,0,0,0,0,20240203,답십리,5호선,방화-강동,127.052704,37.566747
1400,202410,5호선,동대문역사문화공원,1,0,288,285,675,2920,1400,9999,2891,29057,3374,11080,3706,4301,3114,3750,2931,3675,3092,3917,3847,3636,4427,3653,6240,3882,13106,4160,20558,4607,7741,2864,4255,2398,3618,2601,2381,2513,1124,1870,164,435,0,3,0,0,0,0,20241103,동대문역사문화공원,5호선,방화-강동,127.007896,37.565138
1401,202409,5호선,동대문역사문화공원,2,0,234,242,613,2787,1369,8953,2486,26339,2903,9566,3338,3678,3062,3221,2700,3462,2832,3372,3784,3189,4404,3231,5681,3614,11749,3826,18147,3965,6637,2723,3759,2311,3144,2366,2179,2374,967,1817,195,437,6,12,0,0,0,0,20241003,동대문역사문화공원,5호선,방화-강동,127.007896,37.565138
1402,202408,5호선,동대문역사문화공원,1,0,251,251,631,2989,1330,9833,2647,28781,3232,9778,3963,3918,3817,3326,3140,3384,3089,3712,3491,3533,4268,3600,5788,3585,13305,4051,20338,4463,7068,2954,3784,2457,3108,2880,2112,2742,1054,1814,180,491,0,5,0,0,0,0,20240903,동대문역사문화공원,5호선,방화-강동,127.007896,37.565138
1403,202407,5호선,동대문역사문화공원,2,0,262,296,621,3352,1308,11030,2690,31867,3111,11315,3804,4231,3821,3641,3153,3629,3130,3841,3770,3681,4216,3671,6237,3669,14028,4144,22504,4638,7942,3020,4348,2401,3599,2836,2449,2719,1124,1873,212,542,1,7,0,0,0,0,20240803,동대문역사문화공원,5호선,방화-강동,127.007896,37.565138
1404,202406,5호선,동대문역사문화공원,0,0,251,283,615,2942,1264,9768,2348,27013,2975,10015,3409,3845,3185,3463,2763,3470,3119,3545,3649,3340,3947,3278,5840,3621,11881,4047,19018,4064,7203,2732,4059,2342,3377,2412,2466,2460,1197,2029,149,531,0,5,0,0,0,0,20240703,동대문역사문화공원,5호선,방화-강동,127.007896,37.565138
1405,202405,5호선,동대문역사문화공원,0,0,284,256,727,3159,1366,10406,2763,29551,3337,10829,3575,4213,3239,3753,2890,3611,3257,3726,3855,3639,4375,3638,5959,3635,12686,3889,20158,4341,7746,2879,4561,2374,3605,2628,2527,2563,1250,1936,248,544,0,19,0,0,0,0,20240603,동대문역사문화공원,5호선,방화-강동,127.007896,37.565138
1406,202404,5호선,동대문역사문화공원,0,0,230,251,706,2914,1361,10837,2661,31401,2927,11651,3488,4199,3233,3661,2798,3679,3101,3693,3778,3269,4105,3294,6180,3537,12517,4003,21253,3978,8261,2867,4377,2289,3612,2524,2473,2521,1129,1852,234,497,0,19,0,0,0,0,20240503,동대문역사문화공원,5호선,방화-강동,127.007896,37.565138
1407,202403,5호선,동대문역사문화공원,1,0,196,236,617,2710,1457,9904,2848,29566,3441,11134,3697,4341,3521,3614,2771,3481,3032,3554,3808,3586,4210,3393,5877,3915,12286,4139,20182,4817,7988,3111,4391,2589,3772,2791,2526,2797,1221,2106,197,578,0,9,0,0,0,0,20240403,동대문역사문화공원,5호선,방화-강동,127.007896,37.565138
1408,202402,5호선,동대문역사문화공원,0,1,148,221,552,2545,1273,9039,2136,27932,2353,10729,2940,3709,3108,3168,2543,3171,2823,3633,3453,3309,4201,3139,5782,3557,11814,3586,18817,3896,7363,2533,3916,2020,3290,2276,2208,2270,1095,1516,183,431,0,14,0,0,0,0,20240303,동대문역사문화공원,5호선,방화-강동,127.007896,37.565138
1409,202401,5호선,동대문역사문화공원,2,0,171,238,556,2838,1388,10103,2133,32370,2193,12874,2553,4229,3167,3520,2563,3508,2844,3421,3502,3433,4092,3204,6091,3540,13401,3521,23099,3839,8492,2405,4467,1996,3786,1804,2482,1971,1158,1274,184,351,0,5,0,0,0,0,20240203,동대문역사문화공원,5호선,방화-강동,127.007896,37.565138
1410,202410,5호선,둔촌동,7,0,4669,694,9344,11379,24840,12199,27625,21994,17996,15032,13497,12405,13640,11288,15104,13068,14934,15126,14565,13492,16818,15816,21841,17814,23532,22709,22159,30196,11416,22367,8849,11254,7739,11922,5819,8897,2536,5674,290,1535,0,0,0,0,0,0,20241103,둔촌동,5호선,강동-마천,127.136248,37.527788
1411,202409,5호선,둔촌동,6,0,4200,698,8358,11540,22878,10402,24435,17926,15818,12342,11718,10342,11966,9619,12896,10767,12667,12429,12399,11830,14724,14149,19010,15667,18922,19991,18737,27255,10303,19937,7900,10012,7130,10486,5611,8387,2453,5151,253,1382,1,9,0,0,0,0,20241003,둔촌동,5호선,강동-마천,127.136248,37.527788
1412,202408,5호선,둔촌동,11,0,4252,783,9094,13904,23225,10681,25799,19431,15961,12736,11983,10517,11913,9529,12576,10646,12468,12759,11968,10950,14563,13514,20168,16092,20774,19986,20187,29199,10540,20749,8331,10598,7279,10961,5898,8601,2425,5299,282,1458,0,0,0,0,0,0,20240903,둔촌동,5호선,강동-마천,127.136248,37.527788
1413,202407,5호선,둔촌동,8,0,4697,998,9667,15611,25998,11932,29118,22052,17176,13900,11894,11077,12421,10196,13069,11354,13029,12997,13250,12006,15162,14465,20936,16743,22782,21972,23063,32650,11495,22852,8750,10857,7839,11503,6052,8930,2462,5558,328,1620,0,0,0,0,0,0,20240803,둔촌동,5호선,강동-마천,127.136248,37.527788
1414,202406,5호선,둔촌동,5,0,4562,1032,8987,15758,23172,11170,26070,19850,16736,13455,12740,10647,12487,10135,12940,10985,13161,12802,13000,11721,14783,14545,21543,16607,22290,20427,20248,29515,10667,20659,8894,10395,7823,11364,6426,8809,2536,5805,266,1559,0,0,0,0,0,0,20240703,둔촌동,5호선,강동-마천,127.136248,37.527788
1415,202405,5호선,둔촌동,4,0,4800,1003,9842,16870,25231,11855,28239,21207,18107,14114,13495,10869,12975,10630,13948,11535,13992,13953,13767,12880,15415,15325,22895,17508,24064,21767,21667,31360,11512,21854,8939,11333,8003,12186,6228,9564,2790,6042,372,1930,0,0,0,0,0,0,20240603,둔촌동,5호선,강동-마천,127.136248,37.527788
1416,202404,5호선,둔촌동,9,1,4420,913,9665,15956,25709,11915,28362,21318,17860,13323,12956,10741,13161,10297,13847,10931,13028,13178,13385,12067,14674,14875,21755,17344,23139,21175,21712,32024,11189,21960,8790,11425,7602,12188,6660,9487,2639,5597,352,1702,0,0,0,0,0,0,20240503,둔촌동,5호선,강동-마천,127.136248,37.527788
1417,202403,5호선,둔촌동,1,0,4233,906,9150,15001,25510,11278,27426,20529,18012,13294,13171,11161,13134,10580,14264,11350,14160,14387,14060,12843,15546,15586,22218,17887,23768,21999,21776,31807,11220,23035,9084,11470,8120,12301,6485,9868,2817,5756,346,1741,0,0,0,0,0,0,20240403,둔촌동,5호선,강동-마천,127.136248,37.527788
1418,202402,5호선,둔촌동,1,0,3695,715,7748,12178,20648,9234,24159,18091,14612,11503,11342,9297,11418,9120,12317,9856,12339,12211,12367,11322,13562,13587,18437,15481,20411,18923,19269,27946,9919,19593,7837,9968,6945,10503,5088,8350,2133,5173,314,1527,2,8,0,0,0,0,20240303,둔촌동,5호선,강동-마천,127.136248,37.527788
1419,202401,5호선,둔촌동,4,0,4230,770,8930,13191,23570,10332,27095,20306,16255,12707,11823,10296,12136,9831,13292,10690,12931,12769,13018,12387,14485,14543,20137,16796,22621,20152,21401,32208,10428,22464,8635,11075,7689,11564,5624,8822,2242,5677,293,1699,0,0,0,0,0,0,20240203,둔촌동,5호선,강동-마천,127.136248,37.527788
1420,202410,5호선,마곡,4,2,2677,3995,8600,14796,24729,18779,26088,55762,14958,32863,12443,15091,13269,13143,13967,12759,14490,14362,15378,13559,18824,14159,26571,17069,37111,21083,44163,29602,19292,21322,14463,11520,12763,10541,8491,9954,3573,5219,520,1963,1,1,0,0,0,0,20241103,마곡,5호선,방화-강동,126.825448,37.560183
1421,202409,5호선,마곡,4,0,2271,3610,8090,16384,22744,16880,23111,49899,13053,28614,10996,13557,11497,11106,12318,11749,12595,12951,13857,12016,17360,12410,25100,15430,34439,19197,38731,25883,17519,19275,13223,10640,11268,9552,7577,8988,3168,4939,442,1861,7,17,0,0,0,0,20241003,마곡,5호선,방화-강동,126.825448,37.560183
1422,202408,5호선,마곡,3,1,2496,4980,8475,24864,23786,18751,24260,52899,13337,31689,10909,14586,12150,11911,12530,12248,13301,13040,14312,12208,19083,12606,30376,15393,40567,19336,43963,28470,19598,20087,14175,11230,11947,9944,7697,9723,3424,5048,431,1890,0,0,0,0,0,0,20240903,마곡,5호선,방화-강동,126.825448,37.560183
1423,202407,5호선,마곡,5,0,2559,5422,9295,28881,26791,21150,28134,60040,14300,36090,11964,15502,12472,12498,13053,13549,13934,14909,15004,12779,20095,13192,33127,16215,45080,20166,49434,30774,21946,22357,16059,11812,13363,10388,8770,10258,3663,5464,608,2149,0,0,0,0,0,0,20240803,마곡,5호선,방화-강동,126.825448,37.560183
1424,202406,5호선,마곡,6,1,2638,4925,8462,27218,23555,18696,24664,50393,14108,31642,12039,14388,12296,11841,13272,12590,13743,13955,14667,12778,19549,13490,30543,16075,40480,19763,41216,27156,19377,20323,14403,11400,12575,10331,8881,10009,3761,5211,478,1976,0,0,0,0,0,0,20240703,마곡,5호선,방화-강동,126.825448,37.560183
1425,202405,5호선,마곡,2,0,2708,5941,9198,26710,26307,19710,27619,54265,15740,34093,13281,15628,13744,13371,14406,13483,14847,15731,15619,14140,20647,14634,32594,17547,41879,20877,43770,29398,21068,21931,15351,11956,13113,10846,9282,11132,3879,5804,559,2502,0,1,1,0,0,0,20240603,마곡,5호선,방화-강동,126.825448,37.560183
1426,202404,5호선,마곡,3,0,2536,6228,9198,25886,26458,19355,27076,54234,15169,33757,12667,14820,12672,12499,13003,13202,14231,14485,15271,13218,20227,13656,31374,16726,42037,20608,44794,29630,21182,22370,15003,11910,12898,10559,8963,10632,3857,5631,555,2394,0,0,0,0,0,0,20240503,마곡,5호선,방화-강동,126.825448,37.560183
1427,202403,5호선,마곡,7,0,2458,6932,8827,25275,25528,17996,26086,52956,14957,33316,12558,14716,12880,12097,13509,13173,14752,14399,15580,13435,19966,13993,32641,17372,40851,20335,43541,29626,21170,22076,15530,12156,13261,10697,9070,10590,3607,5575,493,2278,0,0,0,0,0,0,20240403,마곡,5호선,방화-강동,126.825448,37.560183
1428,202402,5호선,마곡,5,0,2169,6004,7187,19013,21175,15591,22608,48933,12473,30983,10628,13656,11196,11272,12219,12247,13204,13302,14365,11979,18289,12686,27509,14612,36674,17759,41431,25938,19279,19498,13542,10442,11739,9042,8037,9059,3479,4684,542,1973,4,11,0,0,0,0,20240303,마곡,5호선,방화-강동,126.825448,37.560183
1429,202401,5호선,마곡,4,0,2602,7198,8371,20982,23865,17844,26494,57131,13705,36088,11239,15202,11864,13014,12679,13284,14077,14459,15727,13398,19863,13419,31014,15836,42368,19595,48041,30025,22313,22184,15162,11282,13412,9815,9289,9845,3743,5069,484,2062,0,0,0,0,0,0,20240203,마곡,5호선,방화-강동,126.825448,37.560183
1430,202410,5호선,마장,1,0,2588,562,6356,4422,16274,7066,20471,15386,12807,10946,9496,8258,9302,7819,10886,8685,10091,8618,9820,7213,10796,8338,12487,9766,12367,13240,12220,18982,7900,11616,6178,7668,5200,7207,3803,6949,1411,4045,190,1226,0,6,0,0,0,0,20241103,마장,5호선,방화-강동,127.042973,37.5661
1431,202409,5호선,마장,1,1,2317,463,5855,3580,14857,6679,18264,14684,11088,10589,8667,7958,8620,7336,10033,7989,9359,8070,8895,6787,9954,7688,11502,8970,11239,11643,10965,16383,7017,10329,5178,7082,4921,6589,3604,6470,1317,3852,195,1166,2,26,0,0,0,0,20241003,마장,5호선,방화-강동,127.042973,37.5661
1432,202408,5호선,마장,4,0,2676,534,6198,4426,15845,6562,19559,13833,11137,8521,8510,6645,8274,6639,9641,7605,8758,6883,8426,6232,9087,7150,10597,8424,10443,11557,11220,18091,6684,11232,5029,7324,4629,6763,3172,6681,1289,3977,185,1180,0,12,0,0,0,0,20240903,마장,5호선,방화-강동,127.042973,37.5661
1433,202407,5호선,마장,1,0,2784,557,6566,4598,17428,7535,21771,15406,12421,9386,8972,7249,8561,6910,10041,8220,9086,7408,8760,6642,9262,7498,11318,8666,11040,11962,12112,18942,7046,11719,5437,7871,4858,7164,3349,6886,1223,4192,206,1318,0,9,0,0,0,0,20240803,마장,5호선,방화-강동,127.042973,37.5661
1434,202406,5호선,마장,2,1,2790,558,6201,4780,15488,7027,19063,14329,11607,9117,8945,7465,8557,7335,9905,8327,8970,7660,9220,6730,9903,7918,11396,8860,11029,12146,11267,17446,7091,10665,5967,7417,5569,7266,4021,6680,1330,4136,196,1217,1,7,0,0,0,0,20240703,마장,5호선,방화-강동,127.042973,37.5661
1435,202405,5호선,마장,3,0,2843,538,6520,5094,16918,7672,20345,16158,12518,11102,9711,8334,8841,7806,10813,8877,9997,8386,9812,7463,10322,8274,12825,9721,12373,12687,12233,18460,8126,11749,6238,7972,5891,7612,4048,7099,1549,4327,236,1492,0,11,0,0,0,0,20240603,마장,5호선,방화-강동,127.042973,37.5661
1436,202404,5호선,마장,2,1,2670,549,6336,4898,16970,7844,20711,16530,12503,11076,9210,8258,8583,7632,10709,8838,9654,8319,9918,7377,10506,8476,12608,9448,12242,12822,12613,19024,8213,12127,6747,8145,5892,7513,3912,6870,1497,4098,186,1378,0,5,0,0,0,0,20240503,마장,5호선,방화-강동,127.042973,37.5661
1437,202403,5호선,마장,1,0,2667,534,5916,4758,16611,7485,20296,16259,12409,11175,9310,8216,9354,7868,10624,8798,10061,8957,10414,7724,10808,8595,13085,9818,12408,13298,12962,19098,8480,12470,6769,8371,5907,7718,3798,7139,1417,4235,156,1292,0,9,0,0,0,0,20240403,마장,5호선,방화-강동,127.042973,37.5661
